nominative,inessive,type
runsashappinen,runsashappisessa,38
runtelu,runtelussa,2
ruode,ruoteessa,48
ruohoinen,ruohoisessa,38
ruoisto,ruoistossa,2
ruokailu,ruokailussa,2
ruokoinen,ruokoisessa,38
ruoste,ruosteessa,48
ruosteinen,ruosteisessa,38
ruotoinen,ruotoisessa,38
ruotsalainen,ruotsalaisessa,38
rupattelu,rupattelussa,2
rupinen,rupisessa,38
ruskuainen,ruskuaisessa,38
rusokas,rusokkaassa,41
rustailu,rustailussa,2
rustoinen,rustoisessa,38
rutiinimainen,rutiinimaisessa,38
rutjake,rutjakkeessa,48
ruttoinen,ruttoisessa,38
ruttuinen,ruttuisessa,38
ruudikas,ruudikkaassa,41
ruudukas,ruudukkaassa,41
ruudullinen,ruudullisessa,38
ruuhkainen,ruuhkaisessa,38
ruumiillinen,ruumiillisessa,38
ruumis,ruumiissa,41
ruusuinen,ruusuisessa,38
ruusuke,ruusukkeessa,48
ruusukkeinen,ruusukkeisessa,38
ruusumainen,ruusumaisessa,38
ruutuinen,ruutuisessa,38
ruuvimainen,ruuvimaisessa,38
ryhdikäs,ryhdikkäässä,41
ryhmittely,ryhmittelyssä,2
ryhmittäinen,ryhmittäisessä,38
ryhmyinen,ryhmyisessä,38
ryiskely,ryiskelyssä,2
rykäisy,rykäisyssä,2
rymistely,rymistelyssä,2
rynnäs,ryntäässä,41
ryntteet,—,48
rynttyyt,—,41
ryntäily,ryntäilyssä,2
ryppyily,ryppyilyssä,2
ryppyinen,ryppyisessä,38
rypäle,rypäleessä,48
rypäs,ryppäässä,41
ryske,ryskeessä,48
rystynen,rystysessä,38
rysähtely,rysähtelyssä,2
ryteikköinen,ryteikköisessä,38
rytke,rytkeessä,48
rytmikäs,rytmikkäässä,41
rytmillinen,rytmillisessä,38
rytminen,rytmisessä,38
ryväs,rypäässä,41
ryypiskely,ryypiskelyssä,2
ryyppäjäiset,—,38
ryysyinen,ryysyisessä,38
ryysyläinen,ryysyläisessä,38
ryökäle,ryökäleessä,48
rähjäinen,rähjäisessä,38
rähmäinen,rähmäisessä,38
räike,räikkeessä,48
räiske,räiskeessä,48
räiskähtely,räiskähtelyssä,2
räiskäle,räiskäleessä,48
räjähde,räjähteessä,48
räjähdysmäinen,räjähdysmäisessä,38
räkäinen,räkäisessä,38
räme,rämeessä,48
rämeinen,rämeisessä,38
räpiskö,räpiskössä,2
räpistely,räpistelyssä,2
räpse,räpseessä,48
räpsähtely,räpsähtelyssä,2
räsyinen,räsyisessä,38
räsähtely,räsähtelyssä,2
räyhäkäs,räyhäkkäässä,41
räyske,räyskeessä,48
räystäs,räystäässä,41
rääkäisy,rääkäisyssä,2
rääpiäiset,—,38
rääppeet,–,48
rääppiäiset,—,38
rääpäle,rääpäleessä,48
rääsyinen,rääsyisessä,38
rääsyläinen,rääsyläisessä,38
röhkäisy,röhkäisyssä,2
rönsyily,rönsyilyssä,2
rönsyinen,rönsyisessä,38
röntgenologinen,röntgenologisessa,38
röpelöinen,röpelöisessä,38
rötiskö,rötiskössä,2
rötkäle,rötkäleessä,48
röttelö,röttelössä,2
rötöstely,rötöstelyssä,2
röyhelö,röyhelössä,2
röyhelöinen,röyhelöisessä,38
röyhistely,röyhistelyssä,2
röyhtäily,röyhtäilyssä,2
röyhtäisy,röyhtäisyssä,2
röyhyinen,röyhyisessä,38
saakelinmoinen,saakelinmoisessa,38
saalis,saaliissa,41
saamarinmoinen,saamarinmoisessa,38
saamelainen,saamelaisessa,38
saaminen,saamisessa,38
saanne,saanteessa,48
saapas,saappaassa,41
saapikas,saapikkaassa,41
saarekas,saarekkaassa,41
saareke,saarekkeessa,48
saarelainen,saalelaisessa,38
saarinen,saarisessa,38
saaristo,saaristossa,2
saaristoinen,saaristoisessa,38
saaristolainen,saaristolaisessa,38
saastainen,saastaisessa,38
saaste,saasteessa,48
saasteinen,saasteisessa,38
saastuke,saastukkeessa,48
saastute,saastutteessa,48
saatanallinen,saatanallisessa,38
saatananmoinen,saatananmoisessa,38
saate,saatteessa,48
saattelu,saattelussa,2
saattue,saattueessa,48
saavillinen,saavillisessa,38
sadattelu,sadattelussa,2
sade,sateessa,48
sadistinen,sadistisessa,38
sadusto,sadustossa,2
sahamainen,sahamaisessa,38
saippuainen,saippuaisessa,38
sairaalloinen,sairaalloisessa,38
sairas,sairaassa,41
sairastelu,sairastelussa,2
saivartelu,saivartelussa,2
sakarainen,sakaraisessa,38
sakeute,sakeutteessa,48
sakraalinen,sakraalisessa,38
saksalainen,saksalaisessa,38
salailu,salailussa,2
salainen,salaisessa,38
salakähmäinen,salakähmäisessä,38
salamyhkäinen,salamyhkäisessä,38
salavihkainen,salavihkaisessa,38
salmeke,salmekkeessa,48
samainen,samaisessa,38
samanistinen,samanistisessa,38
šamanistinen,šamanistisessa,38
samanlainen,samanlaisessa,38
samaperintäinen,samaperintäisessä,38
samarialainen,samarialaisessa,38
samettinen,samettisessa,38
sammaleinen,sammaleisessa,38
sammalinen,sammalisessa,38
sammuke,sammukkeessa,48
sammute,sammutteessa,48
samoilu,samoilussa,2
sanailu,sanailussa,2
sanainen,sanaisessa,38
sanallinen,sanallisessa,38
sananen,sanasessa,38
sanasto,sanastossa,2
sanastollinen,sanastollisessa,38
sane,saneessa,48
sanelu,sanelussa,2
sangallinen,sangallisessa,38
sangollinen,sangollisessa,38
saniainen,saniaisessa,38
sanikkainen,sanikkaisessa,38
sankarillinen,sankarillisessa,38
sannikas,sannikkaassa,41
sanonnallinen,sanonnallisessa,38
sanue,sanueessa,48
saoste,saosteessa,48
saparo,saparossa,2
sapekas,sapekkaassa,41
sapelinkalistelu,sapelinkalistelussa,2
sarake,sarakkeessa,48
saranallinen,saranallisessa,38
sardoninen,sardonisessa,38
sarjallinen,sarjallisessa,38
sarkainen,sarkaisessa,38
sarkainen,sarkaisessa,38
sarkastinen,sarkastisessa,38
sarvekas,sarvekkaassa,41
sarveke,sarvekkeessa,48
sarvellinen,sarvellisessa,38
sarvikuonokas,sarvikuonokkaassa,41
-sarvinen,-sarvisessa,38
satanen,satasessa,38
satanistinen,satanistisessa,38
sateinen,sateisessa,38
satiainen,satiaisessa,38
satiirinen,satiirisessa,38
satoinen,satoisessa,38
satuilu,satuilussa,2
satumainen,satumaisessa,38
satunnainen,satunnaisessa,38
saturainen,saturaisessa,38
sauhuttelu,sauhuttelussa,2
saumallinen,saumallisessa,38
sauramo,sauramossa,2
savinen,savisessa,38
savolainen,savolaisessa,38
savuinen,savuisessa,38
savuke,savukkeessa,48
savustamo,savustamossa,2
seborrooinen,seborrooisessa,38
seemiläinen,seemiläisessä,38
seesteinen,seesteisessä,38
seikkailu,seikkailussa,2
seikkailukas,seikkailukkaassa,41
seinäke,seinäkkeessä,48
seinällinen,seinällisessä,38
seisake,seisakkeessa,48
seisminen,seismisessa,38
seismologinen,seismologisessa,38
seitonen,seitosessa,38
seitsemäinen,seitsemäisessä,38
seitsemänlainen,seitsemänlaisessa,38
seiväs,seipäässä,41
sekainen,sekaisessa,38
sekalainen,sekalaisessa,38
sekasortoinen,sekasortoisessa,38
sekoilu,sekoilussa,2
sekoite,sekoitteessa,48
sekoitekangas,sekoitekankaassa,41
seksikäs,seksikkäässä,41
seksistinen,seksistisessä,38
seksologinen,seksologisessa,38
seksuaalinen,seksuaalisessa,38
sekulaarinen,sekulaarisessa,38
sekularistinen,sekularistisessa,38
sekundaarinen,sekundaarisessa,38
sekundäärinen,sekundäärisessä,38
selailu,selailussa,2
selektiivinen,selektiivisessä,38
selite,selitteessä,48
selittely,selittelyssä,2
selkonen,selkosessa,38
selkänojallinen,selkänojallisessa,38
selkärankainen,selkärankaisessa,38
sellainen,sellaisessa,38
selostamo,selostamossa,2
seloste,selosteessa,48
selvittely,selvittelyssä,2
seläke,seläkkeessä,48
selänne,selänteessä,48
selänteinen,selänteisessä,38
semanttinen,semanttisessa,38
seminaarilainen,seminaarilaisessa,38
semioottinen,semioottisessa,38
semmoinen,semmoisessa,38
sensaatiomainen,sensaatiomaisessa,38
sensitiivinen,sensitiivisessä,38
sensorinen,sensorisessa,38
sensuaalinen,sensuaalisessa,38
sentimentaalinen,sentimentaalisessa,38
seoste,seosteessa,48
separatistinen,separatistisessa,38
sepite,sepitteessä,48
sepitteellinen,sepitteellisessä,38
sepitteinen,sepitteisessä,38
sepittely,sepittelyssä,2
seppeleensitojaiset,—,38
septinen,septisessä,38
serbialainen,serbialaisessa,38
seremoniaalinen,seremoniaalisessa,38
seremoniallinen,seremoniallisessa,38
serologinen,serologisessa,38
setämäinen,setämäisessä,38
seudullinen,seudullisessa,38
seuraavanlainen,seuraavanlaisessa,38
seurailu,seurailussa,2
seuralainen,seuralaisessa,38
seurallinen,seurallisessa,38
seurue,seuruessa,48
seurustelu,seurustelussa,2
shoppailu,shoppailussa,2
siamilainen,siamilaisessa,38
side,siteessä,48
sidonnainen,sidonnaisessa,38
sielukas,sielukkaassa,41
sielullinen,sielullisessa,38
siemaisu,siemaisussa,2
siemenellinen,siemenellisessä,38
sienimäinen,sienimäisessä,38
sienimö,sienimössä,2
sievistely,sievistelyssä,2
sievoinen,sievoisessa,38
sihtailu,sihtailussa,2
šiialainen,šiialaisessa,38
siihenastinen,siihenastisessa,38
siintoinen,siintoisessa,38
siipirikkoinen,siipirikkoisessa,38
siirappinen,siirappisessa,38
siirre,siirteessä,48
siirrännäinen,siirrännäisessä,38
siirtely,siirtelyssä,2
siirtogeeninen,siirtogeenisessä,38
siirtolainen,siirtolaisessa,38
siitake,siitakkeessa,48
siiveke,siivekkeessä,48
siivekäs,siivekkäässä,41
siivellinen,siivellisessä,38
siiviläkangas,siiviläkankaassa,41
sijainen,sijaisessa,38
sijoittelu,sijoittelussa,2
sikailu,sikailussa,2
sikamainen,sikamaisessa,38
sikkara,sikkarassa,11
sikuna,sikunassa,11
sikäläinen,sikäläisessä,38
silkkikangas,silkkikankaassa,41
silkkinen,silkkisessä,38
silkoinen,silkoisessa,38
silloinen,silloisessa,38
silmäily,silmäilyssä,2
-silmäinen,-silmäisessä,38
silmäisy,silmäisyssä,2
silmäke,silmäkkeessä,48
silmällinen,silmällisessä,38
silmävärve,silmävärveessä,48
siloinen,siloisessa,38
silote,silotteessa,48
siluurinen,siluurisessa,38
simultaaninen,simultaanisessa,38
sinfoninen,sinfonisessa,38
sininen,sinisessä,38
sinkkinen,sinkkisessä,38
sinnikäs,sinnikkäässä,41
sinnittely,sinnittelyssä,2
šintolainen,šintolaisessa,38
sinunlaisesi,sinunlaisessasi,38
sinuttelu,sinuttelussa,2
sionistinen,sionistisessa,38
sipaisu,sipaisussa,2
siristely,siristelyssä,2
sirkuslainen,sirkuslaisessa,38
sirote,sirotteessa,48
sirottelu,sirottelussa,2
sirpale,sirpaleessa,48
sirpaleinen,sirpaleisessa,38
sirunen,sirusessa,38
sisarellinen,sisarellisessa,38
sisimmäinen,sisimmäisessä,38
sisterssiläinen,sisterssiläisessä,38
sisukas,sisukkaassa,41
sisuste,sisusteessa,48
sisustuskangas,sisustuskankaassa,41
sisäeritteinen,sisäeritteisessä,38
sisäinen,sisäisessä,38
sisäkkäinen,sisäkkäisessä,38
sisällyksekäs,sisällyksekkäässä,41
sisällyksellinen,sisällyksellisessä,38
sisällyksinen,sisällyksisessä,38
sisällökäs,sisällökkäässä,41
sisällöllinen,sisällöllisessä,38
sisältöinen,sisältöisessä,38
sisättäinen,sisättäisessä,38
sitaisu,sitaisussa,2
sitkas,sitkaassa,41
sitomo,sitomossa,2
sittiäinen,sittiäisessä,38
siunailu,siunailussa,2
siunauksekas,siunauksekkaassa,41
siunauksellinen,siunauksellisessa,38
siveellinen,siveellisessä,38
sively,sivelyssä,2
siviilivihkiminen,siviilivihkimisessä,38
sivistyksellinen,sivistyksellisessä,38
-sivuinen,-sivuisessa,38
sivuittainen,sivuittaisessa,38
sivullinen,sivullisessa,38
sivuttainen,sivuttaisessa,38
sivuvaunullinen,sivuvaunullisessa,38
skandaalimainen,skandaalimaisessa,38
skandinaavinen,skandinaavisessa,38
skandinavialainen,skandinavialaisessa,38
skemaattinen,skemaattisessa,38
skeptinen,skeptisessä,38
skitsofreeninen,skitsofreenisessa,38
skolastinen,skolastisessa,38
skotlantilainen,skotlantilaisessa,38
skottilainen,skottilaisessa,38
slaavilainen,slaavilaisessa,38
slovakialainen,slovakialaisessa,38
slovenialainen,slovenialaisessa,38
smirgelikangas,smirgelikankaassa,41
snobbailu,snobbailussa,2
snobistinen,snobistisessa,38
sofistinen,sofistisessa,38
sohjoinen,sohjoisessa,38
soinen,soisessa,38
soinnikas,soinnikkaassa,41
soinnillinen,soinnillisessa,38
soinnukas,soinnukkaassa,41
soinnullinen,soinnullisessa,38
sointinen,sointisessa,38
soitannollinen,soitannollisessa,38
soittelu,soittelussa,2
soittimellinen,soittimellisessa,38
sokerinen,sokerisessa,38
sokkelo,sokkelossa,2
sokkeloinen,sokkeloisessa,38
solaarinen,solaarisessa,38
solidaarinen,solidaarisessa,38
solistinen,solistisessa,38
solmeilu,solmeilussa,2
solmuinen,solmuisessa,38
solmuke,solmukkeessa,48
solunjakautuminen,solunjakautumisessa,38
somaattinen,somaattisessa,38
somalialainen,somalialaisessa,38
somero,somerossa,2
somistamo,somistamossa,2
somiste,somisteessa,48
sommittelu,sommittelussa,2
sonorinen,sonorisessa,38
sontainen,sontaisessa,38
sontiainen,sontiaisessa,38
sooloilu,sooloilussa,2
sopertelu,sopertelussa,2
sopeutumislevittäytyminen,sopeutumislevittäytymisessä,38
sopeutuvainen,sopeutuvaisessa,38
sopimuksellinen,sopimuksellisessa,38
sopraano,sopraanossa,2
sopuilu,sopuilussa,2
sorainen,soraisessa,38
sordiino,sordiinossa,2
sormeilu,sormeilussa,2
sormellinen,sormellisessa,38
sormikas,sormikkaassa,41
sormilehdykkäinen,sormilehdykkäisessä,38
sormustimellinen,sormustimellisessa,38
sorsimo,sorsimossa,2
sorttinen,sorttisessa,38
sorvaamo,sorvaamossa,2
sorvailu,sorvailussa,2
sose,soseessa,48
sosiaalinen,sosiaalisessa,38
sosialistinen,sosialistisessa,38
sosiologinen,sosiologisessa,38
sotainen,sotaisessa,38
sotilaallinen,sotilaallisessa,38
sotilas,sotilaassa,41
sotkuinen,sotkuisessa,38
sottainen,sottaisessa,38
soutelu,soutelussa,2
sovelias,soveliaassa,41
sovinistinen,sovinistisessa,38
sovinnainen,sovinnaisessa,38
sovinnollinen,sovinnollisessa,38
sovite,sovitteessa,48
sovittelu,sovittelussa,2
spartalainen,spartalaisessa,38
spastinen,spastisessa,38
spatiaalinen,spatiaalisessa,38
spekulatiivinen,spekulatiivisessa,38
spesiaalinen,spesiaalisessa,38
spesifinen,spesifisessa,38
spiccato,spiccatossa,2
spinaalinen,spinaalisessa,38
spiritistinen,spiritistisessä,38
spiritualistinen,spiritualistisessa,38
spitaalinen,spitaalisessa,38
sporadinen,sporadisessa,38
sporttinen,sporttisessa,38
staattinen,staattisessa,38
stalinistinen,stalinistisessa,38
statistinen,statistisessa,38
stereofoninen,stereofonisessa,38
stereoskooppinen,stereoskooppisessa,38
stereotyyppinen,stereotyyppisessä,38
stilistinen,stilistisessä,38
stoalainen,stoalaisessa,38
strateginen,strategisessa,38
strukturaalinen,strukturaalisessa,38
strukturalistinen,strukturalistisessa,38
subarktinen,subarktisessa,38
subjektiivinen,subjektiivisessa,38
subjektivistinen,subjektivistisessa,38
substantiivinen,substantiivisessa,38
subtrooppinen,subtrooppisessa,38
suggestiivinen,suggestiivisessa,38
suggestopedinen,suggestopedisessa,38
suhahtelu,suhahtelussa,2
suhdanne,suhdanteessa,48
suhde,suhteessa,48
suhteellinen,suhteellisessa,38
suihke,suihkeessa,48
suihkute,suihkutteessa,48
suikale,suikaleessa,48
suikulainen,suikulaisessa,38
-suinen,-suisessa,38
suisidaalinen,suisidaalisessa,38
suitsuke,suitsukkeessa,48
suitsute,suitsutteessa,48
sukanen,sukasessa,38
suklaakuorrutteinen,suklaakuorrutteisessa,38
sukuinen,sukuisessa,38
sukulainen,sukulaisessa,38
sukurutsainen,sukurutsaisessa,38
sulake,sulakkeessa,48
sulate,sulatteessa,48
sulattamo,sulattamossa,2
sulattimo,sulattimossa,2
sulhanen,sulhasessa,38
sulje,sulkeessa,48
sulkeinen,sulkeisessa,38
suloinen,suloisessa,38
sulokas,sulokkaassa,41
sulute,sulutteessa,48
sumerilainen,sumerilaisessa,38
summaarinen,summaarisessa,38
summatiivinen,summatiivisessa,38
summittainen,summittaisessa,38
sumuinen,sumuisessa,38
sumumainen,sumumaisessa,38
sumute,sumutteessa,48
sunnalainen,sunnalaisessa,38
sunnuntainen,sunnuntaisessa,38
suodatinkangas,suodatinkankaassa,41
suojainen,suojaisessa,38
suojainen,suojaisessa,38
suojelu,suojelussa,2
suolainen,suolaisessa,38
suolinkainen,suolinkaisessa,38
suolisto,suolistossa,2
suomalainen,suomalaisessa,38
suomuinen,suomuisessa,38
suonekas,suonekkaassa,41
suonikas,suonikkaassa,41
suoninen,suonisessa,38
suoranainen,suoranaisessa,38
suoristelu,suoristelussa,2
suorite,suoritteessa,48
suosiollinen,suosiollisessa,38
suostuttelu,suostuttelussa,2
suostuvainen,suostuvaisessa,38
suotuinen,suotuisessa,38
supattelu,supattelussa,2
superlatiivinen,superlatiivisessa,38
supersooninen,supersoonisessa,38
supistelu,supistelussa,2
suppilo,suppilossa,2
supportiivinen,supportiivisessa,38
surffailu,surffailussa,2
surkeilu,surkeilussa,2
surkuttelu,surkuttelussa,2
surrealistinen,surrealistisessa,38
suruinen,suruisessa,38
surullinen,surullisessa,38
survaisu,survaisussa,2
surve,surveessa,48
surviainen,surviaisessa,38
suttuinen,suttuisessa,38
suude,suuteessa,48
suuhinen,suuhisessa,38
suukkonen,suukkosessa,38
suulake,suulakkeessa,48
suulas,suulaassa,41
suullinen,suullisessa,38
suunnikas,suunnikkaassa,41
suunnite,suunnitteessa,48
suunnitelmallinen,suunnitelmallisessa,38
suunnittelu,suunnittelussa,2
suuntainen,suuntaisessa,38
suure,suureessa,48
suurellinen,suurellisessa,38
suurenmoinen,suurenmoisessa,38
suurimo,suurimossa,2
suurimolekyylinen,suurimolekyylisessä,38
suuruinen,suuruisessa,38
suuruste,suurusteessa,48
suute,suutteessa,48
suutelo,suutelossa,2
suutelu,suutelussa,2
suvaitsevainen,suvaitsevaisessa,38
suvantoinen,suvantoisessa,38
suvereeninen,suvereenisessa,38
suvinen,suvisessa,38
suvullinen,suvullisessa,38
sveitsiläinen,sveitsiläisessä,38
sydämellinen,sydämellisessä,38
sydänkäpynen,sydänkäpysessä,38
syinen,syisessä,38
syke,sykkeessä,48
sykerö,sykerössä,2
syklinen,syklisessä,38
syksyinen,syksyisessä,38
syksyllinen,syksyllisessä,38
syleily,syleilyssä,2
sylillinen,sylillisessä,38
syljeskely,syljeskelyssä,2
sylkäisy,sylkäisyssä,2
syllogistinen,syllogistisessa,38
syltäinen,syltäisessä,38
sylyksellinen,sylyksellisessä,38
symbioottinen,symbioottisessa,38
symbolinen,symbolisessa,38
symmetrinen,symmetrisessä,38
sympaattinen,sympaattisessa,38
symptomaattinen,symptomaattisessa,38
syndikalistinen,syndikalistisessa,38
synergeettinen,synergeettisessä,38
synerginen,synergisessä,38
synergistinen,synergistisessä,38
synkistely,synkistelyssä,2
synkretistinen,synkretistisessä,38
synkroninen,synkronisessa,38
synnillinen,synnillisessä,38
synnynnäinen,synnynnäisessä,38
synonyyminen,synonyymisessa,38
syntaktinen,syntaktisessa,38
synteettinen,synteettisessä,38
syntinen,syntisessä,38
syrjäinen,syrjäisessä,38
systeeminen,systeemisessä,38
systemaattinen,systemaattisessa,38
systolinen,systolisessa,38
sysäyksittäinen,sysäyksittäisessä,38
sytotoksinen,sytotoksisessa,38
sytyke,sytykkeessä,48
syvyinen,syvyisessä,38
syvällinen,syvällisessä,38
syvänne,syvänteessä,48
syyhyinen,syyhyisessä,38
syyllinen,syyllisessä,38
syyntakeinen,syyntakeisessa,38
syyte,syytteessä,48
syyttely,syyttelyssä,2
syöminen,syömisessä,38
syöpäinen,syöpäisessä,38
syöpäläinen,syöpäläisessä,38
syöpöttely,syöpöttelyssä,2
syövyte,syövytteessä,48
säde,säteessä,48
säe,säkeessä,48
sähikäinen,sähikäisessä,38
sähinkäinen,sähinkäisessä,38
sähke,sähkeessä,48
sähköinen,sähköisessä,38
säie,säikeessä,48
säihke,säihkeessä,48
säikeinen,säikeisessä,38
säikyttely,säikyttelyssä,2
säile,säileessä,48
säilyke,säilykkeessä,48
säilyte,säilytteessä,48
säilöte,säilötteessä,48
säkeistö,säkeistössä,2
säkillinen,säkillisessä,38
säkkikangas,säkkikankaassa,41
säkkärä,säkkärässä,11
säle,säleessä,48
sälöinen,sälöisessä,38
säntillinen,säntillisessä,38
säntäily,säntäilyssä,2
säpsähtely,säpsähtelyssä,2
säpäle,säpäleessä,48
särmikäs,särmikkäässä,41
säröily,säröilyssä,2
säröinen,säröisessä,38
säteily,säteilyssä,2
säteittäinen,säteittäisessä,38
sätkyttely,sätkyttelyssä,2
sävykäs,sävykkäässä,41
sävyte,sävytteessä,48
säyne,säyneessä,48
sääde,sääteessä,48
säädyllinen,säädyllisessä,38
säädännäinen,säädännäisessä,38
sääliväinen,sääliväisessä,38
säällinen,säällisessä,38
säännöllinen,säännöllisessä,38
säännöstely,säännöstelyssä,2
säännöstö,säännöstössä,2
sääntely,sääntelyssä,2
säästeliäs,säästeliäässä,41
säästäväinen,säästäväisessä,38
säätely,säätelyssä,2
säätyläinen,säätyläisessä,38
söpöily,söpöilyssä,2
söpöläinen,söpöläisessä,38
taaimmainen,taaimmaisessa,38
taajuinen,taajuisessa,38
taannoinen,taannoisessa,38
taantumuksellinen,taantumuksellisessa,38
taapero,taaperossa,2
tabasko,tabaskossa,2
tae,takeessa,48
tae,takeessa,48
tahallinen,tahallisessa,38
tahdas,tahtaassa,41
tahdikas,tahdikkaassa,41
tahmainen,tahmaisessa,38
tahokas,-tahokkaassa,41
tahrainen,tahraisessa,38
taide,taiteessa,48
taidokas,taidokkaassa,41
taidollinen,taidollisessa,38
taikinainen,taikinaisessa,38
taimisto,taimistossa,2
taimmainen,taimmaisessa,38
taipuvainen,taipuvaisessa,38
taistelu,taistelussa,2
taistolainen,taistolaisessa,38
taite,taitteessa,48
taiteellinen,taiteellisessa,38
taiteikas,taiteikkaassa,41
taiteilu,taiteilussa,2
taitoinen,taitoisessa,38
taitteinen,taitteisessa,38
taiturillinen,taiturillisessa,38
taiturimainen,taiturimaisessa,38
taivaallinen,taivaallisessa,38
taivaaseenastuminen,taivaaseenastumisessa,38
taivas,taivaassa,41
taivastelu,taivastelussa,2
taive,taipeessa,48
taivukas,taivukkaassa,41
tajuinen,tajuisessa,38
takainen,takaisessa,38
takakenoinen,takakenoisessa,38
takallinen,takallisessa,38
takapajuinen,takapajuisessa,38
takapenkkiläinen,takapenkkiläisessä,38
takaperoinen,takaperoisessa,38
takiainen,takiaisessa,38
takimmainen,takimmaisessa,38
takkuilu,takkuilussa,2
takkuinen,takkuisessa,38
takomo,takomossa,2
taktinen,taktisessa,38
talas,talaassa,41
tallenne,tallenteessa,48
tallete,talletteessa,48
tallukas,tallukkaassa,41
talollinen,talollisessa,38
talonpoikainen,talonpoikaisessa,38
taloudellinen,taloudellisessa,38
talvellinen,talvellisessa,38
talvinen,talvisessa,38
tamineet,—,48
tamminen,tammisessa,38
tammisto,tammistossa,2
tangelo,tangelossa,2
tangentiaalinen,tangentiaalisessa,38
tanskalainen,tanskalaisessa,38
tanssiaiset,—,38
tanssillinen,tanssillisessa,38
tanttamainen,tanttamaisessa,38
taolainen,taolaisessa,38
taonnainen,taonnaisessa,38
tapaaminen,tapaamisessa,38
tapailu,tapailussa,2
tapainen,tapaisessa,38
tapaturmainen,tapaturmaisessa,38
tapauksekas,tapauksekkaassa,41
tapauksittainen,tapauksittaisessa,38
tappajaiset,—,38
tappelu,tappelussa,2
tappiollinen,tappiollisessa,38
tarjoilu,tarjoilussa,2
tarjokas,tarjokkaassa,41
tarkastamo,tarkastamossa,2
tarkastelu,tarkastelussa,2
tarke,tarkkeessa,48
tarkkaamo,tarkkaamossa,2
tarkkaavainen,tarkkaavaisessa,38
tarkkailu,tarkkailussa,2
tarkoite,tarkoitteessa,48
tarkoituksellinen,tarkoituksellisessa,38
tarmokas,tarmokkaassa,41
tarpeellinen,tarpeellisessa,38
tarpeisto,tarpeistossa,2
tarumainen,tarumaisessa,38
tarusto,tarustossa,2
tarve,tarpeessa,48
tarveharkintainen,tarveharkintaisessa,38
tarvike,tarvikkeessa,48
tasainen,tasaisessa,38
tasajatkuinen,tasajatkuisessa,38
tasalakinen,tasalakisessa,38
tasalevyinen,tasalevyisessä,38
tasanne,tasanteessa,48
tasapainoilu,tasapainoilussa,2
tasavaltainen,tasavaltaisessa,38
tasavaltalainen,tasavaltalaisessa,38
tase,taseessa,48
tasoinen,tasoisessa,38
tasoite,tasoitteessa,48
tasokas,tasokkaassa,41
tataarilainen,tataarilaisessa,38
taustakangas,taustakankaassa,41
tautinen,tautisessa,38
tautofoninen,tautofonisessa,38
tautologinen,tautologisessa,38
tavailu,tavailussa,2
tavallinen,tavallisessa,38
tavoite,tavoitteessa,48
tavoitteellinen,tavoitteellisessa,38
tavoittelu,tavoittelussa,2
teatraalinen,teatraalisessa,38
teatterilainen,teatterilaisessa,38
teddykangas,teddykankaassa,41
teemallinen,teemallisessa,38
teemasto,teemastossa,2
teennäinen,teennäisessä,38
teeskentely,teeskentelyssä,2
tehdas,tehtaassa,41
tehdasmainen,tehdasmaisessa,38
tehoinen,tehoisessa,38
tehokas,tehokkaassa,41
tehollinen,tehollisessa,38
tehoste,tehosteessa,48
tehote,tehotteessa,48
tehtailu,tehtailussa,2
teikäläinen,teikäläisessä,38
teistinen,teistisessä,38
teitittely,teitittelyssä,2
tekele,tekeleessä,48
tekeminen,tekemisessä,38
teknillinen,teknillisessä,38
tekninen,teknisessä,38
teknokraattinen,teknokraattisessa,38
teknologinen,teknologisessa,38
tekonen,tekosessa,38
teksasilainen,teksasilaisessa,38
tektoninen,tektonisessa,38
telemaattinen,telemaattisessa,38
teleologinen,teleologisessa,38
telepaattinen,telepaattisessa,38
teleskooppinen,teleskooppisessa,38
teline,telineessä,48
telje,telkeessä,48
telluurinen,telluurisessa,38
telttailu,telttailussa,2
telttakangas,telttakankaassa,41
temaattinen,temaattisessa,38
tempaisu,tempaisussa,2
temperamentikas,temperamentikkaassa,41
temperamenttinen,temperamenttisessa,38
tempoilu,tempoilussa,2
temporaalinen,temporaalisessa,38
temppuilu,temppuilussa,2
teokraattinen,teokraattisessa,38
teollinen,teollisessa,38
teologinen,teologisessa,38
teoreettinen,teoreettisessa,38
teosofinen,teosofisessa,38
tepastelu,tepastelussa,2
tepponen,tepposessa,38
terapeuttinen,terapeuttisessa,38
teratogeeninen,teratogeenisessä,38
tere,tereessä,48
terhakas,terhakkaassa,41
terhentely,terhentelyssä,2
terminen,termisessä,38
terminologinen,terminologisessa,38
termistö,termistössä,2
termonukleaarinen,termonukleaarisessa,38
territoriaalinen,territoriaalisessa,38
terroristinen,terroristisessa,38
tertiäärinen,tertiäärisessä,38
tervainen,tervaisessa,38
tervaksinen,tervaksisessa,38
terve,terveessä,48
terveellinen,terveellisessä,38
terveiset,–,38
terveydellinen,terveydellisessä,38
teräksinen,teräksisessä,38
teräkäs,teräkkäässä,41
teräste,terästeessä,48
terästö,terästössä,2
teuras,teuraassa,41
teurastamo,teurastamossa,2
texasilainen,texasilaisessa,38
tiainen,tiaisessa,38
tiede,tieteessä,48
tiedollinen,tiedollisessa,38
tiedosto,tiedostossa,2
tiedote,tiedotteessa,48
